8.317583088761404037e+09 3.627517434880444050e+09 3.075695113890309811e+09 4.892058548999938011e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.317263885722043991e+09 5.287294899450872421e+09 4.834864411474107742e+09 6.671399409038810730e+09 8.176968208708963394e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.461788028352826118e+09 2.136959822300676823e+09 1.002449506934333146e+08 8.915376897800212860e+09 7.205547244649843216e+09 6.608984775072730064e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.691596534217525482e+09 6.790726178899528503e+09 9.057031014874905348e+08 3.359482818365252495e+09 3.887324893988841534e+09 2.408490820937497616e+09 8.937145582332035065e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.595089044317968369e+09 4.831235540164520264e+09 1.855074306271575689e+08 4.033895494951471806e+09 8.400287619488020897e+09 6.873463970672990799e+09 7.511635215394094467e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.011573891091159582e+09 1.378188410337990522e+09 6.773298783774622917e+09 4.959753569255943298e+09 9.698191670873222351e+09 5.054102333279608488e+08 2.100999970886181593e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.571836238609869957e+09 1.487762369108648300e+09 6.507095434604032516e+09 7.756142460677851677e+09 4.604321548791640282e+09 7.314410069598768234e+09 4.480194943153995514e+09 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.510690569046106339e+09 1.195980579266531229e+09 7.412091160321632624e+08 1.753110049480450869e+09 1.054495454441244364e+09 1.872771301815596819e+09 6.949537891948836327e+09 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.938261739513843060e+09 8.181045873550278664e+09 7.914800300737947464e+09 8.206562843891832352e+09 6.885559896153547287e+09 7.528963403510897636e+09 5.782626410625779629e+08
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.951568122380101204e+09 8.818937403446861267e+09 4.023990735419456959e+09 6.809731646026588440e+09 9.310678423151065826e+09 5.556914515482857704e+09
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.532732140936671257e+09 7.415936002967260361e+09 6.511628520697232246e+09 9.204530968257572174e+09 5.396913210880475044e+09
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.035821711798236847e+09 2.181315124895488739e+09 4.766143609140281677e+09 7.854280526429772377e+09
