2.136600993429551287e-01 2.879616637933820611e-01 -2.700392546145021777e-01 3.437703764114264926e-01 3.263080276400974755e-01 3.312339965114300400e-01 2.727011032575743510e-01 3.301987376892442372e-01 4.776746291079375650e-01 2.122329811269161870e-01 1.023153023890105567e-01 2.700472187473315633e-01
-6.164791526326731663e-01 -7.306470662807611482e-01 -2.262846334095342637e+00 3.506719774001298973e-01 4.647402169811587491e-01 4.838916244883791906e-01 4.210464048283976135e-01 3.630690200299322434e-01 6.554433547272094929e-01 3.040579567443784104e-01 1.646232490654258585e-01 3.533420569056606175e-01
-1.840593947146668130e+00 -2.242412626868602210e+00 -4.905901363636654189e+00 2.304245641709703751e-01 5.322598451770064187e-01 5.691467180711196061e-01 5.224543861417974000e-01 2.837145348805232836e-01 7.200144711621631055e-01 3.504356831020822294e-01 2.118306693308179833e-01 3.661483760110329500e-01
-3.320557007902512847e+00 -4.074434920296572393e+00 -7.971228317923363171e+00 2.760640395481357007e-02 5.537287573642450944e-01 6.106305119077963806e-01 5.933812062832932721e-01 1.314811293627520805e-01 7.110749024770881555e-01 3.672999024698490045e-01 2.492317867056612068e-01 3.331793526333163280e-01
-4.990767101414782303e+00 -6.144597944705725290e+00 -1.135055380688536886e+01 -2.366108028036729705e-01 5.409546699578692275e-01 6.195662645992230377e-01 6.416424420411004359e-01 -7.494454626196707381e-02 6.474732877074120818e-01 3.622180785301973849e-01 2.793410038669845163e-01 2.661720955449024539e-01
-6.812585948249088474e+00 -8.404536435339782230e+00 -1.498010620187232789e+01 -5.497571979262285691e-01 5.008921754569042317e-01 6.025643305387962112e-01 6.718413672233415346e-01 -3.245562962846221255e-01 5.403112318583298546e-01 3.396473496758026234e-01 3.036392715238502293e-01 1.720396102550586503e-01
-8.760482667575974602e+00 -1.082229224528192013e+01 -1.881774734675497740e+01 -9.035931168167620209e-01 4.381366356349398750e-01 5.639926104904431359e-01 6.870196709720007844e-01 -6.100815952422290467e-01 3.969243036599302554e-01 3.025328436610470462e-01 3.231051522991510438e-01 5.534977924753242684e-02
-1.081631142107936228e+01 -1.337515141606325564e+01 -2.283352793531208391e+01 -1.292262293781264892e+00 3.559541615323451591e-01 5.069555496776687598e-01 6.893392058195819683e-01 -9.263515626687208737e-01 2.225261909995145393e-01 2.529677829018821544e-01 3.384341505609415046e-01 -8.065081708937700544e-02
-1.296650457696661007e+01 -1.604613073535206169e+01 -2.700505489028941497e+01 -1.711386002677015794e+00 2.567868223011610662e-01 4.337743398238468329e-01 6.804163875326149080e-01 -1.269501429920058877e+00 2.101516500154124167e-02 1.925172684702477488e-01 3.501462944838128477e-01 -2.335347126597859813e-01
-1.520053095942248511e+01 -1.882204785874908382e+01 -3.131494673810243512e+01 -2.157565482720960937e+00 1.425301484205569735e-01 3.462506865260412403e-01 6.615058756484454294e-01 -1.636531369266715830e+00 -2.045829420285029676e-01 1.223961295131249516e-01 3.586452291709927853e-01 -4.014177118552073598e-01
-1.750997754428284026e+01 -2.169237182713666812e+01 -3.574931796778440685e+01 -2.628085571133780718e+00 1.469841939786509233e-02 2.458239155528757491e-01 6.336099780945698701e-01 -2.025044912961921462e+00 -4.518508881083999618e-01 4.357485471555420237e-02 3.642534139628979539e-01 -5.827945902389505273e-01
-1.988796800440967871e+01 -2.464849523388470587e+01 -4.029681935294269834e+01 -3.120727048388794778e+00 -1.254706788804093587e-01 1.336704498707069200e-01 5.975479243261764273e-01 -2.433083324660582303e+00 -7.188129572153328928e-01 -4.315333370511845873e-02 3.672344087721289285e-01 -7.764350630238977535e-01
-2.232877646157134421e+01 -2.768325074078119030e+01 -4.494800045774962172e+01 -3.633641983094130445e+00 -2.769465324639787118e-01 1.076989014702661729e-02 5.540018820194170246e-01 -2.859015575824521260e+00 -1.003823981930716869e+00 -1.371279241507661895e-01 3.678076784286758438e-01 -9.813146791128405377e-01
-2.482756079438203045e+01 -3.079057724763648451e+01 -4.969486946757432833e+01 -4.165267661592584325e+00 -4.388575968233743296e-01 -1.220493587604800090e-01 5.035487301367438384e-01 -3.301462377924352598e+00 -1.305492717100797728e+00 -2.377903512440839029e-01 3.661588146101353858e-01 -1.196567105627952987e+00
-2.738017253012201380e+01 -3.396528192536088397e+01 -5.453057941962185851e+01 -4.714265233727562787e+00 -6.104571788428234669e-01 -2.640775635181832892e-01 4.466827079686722657e-01 -3.759242029721950207e+00 -1.622627217686010814e+00 -3.446620658027400586e-01 3.624468224198850175e-01 -1.421450114520101726e+00
-2.998301765270738173e+01 -3.720286598306666548e+01 -5.944919846955487941e+01 -5.279474790944313156e+00 -7.910983833276000743e-01 -4.146998489205092064e-01 3.838319981451551177e-01 -4.231330768125892483e+00 -1.954194845910294909e+00 -4.573284782718680663e-01 3.568094554211210245e-01 -1.655320678890774833e+00
-3.263295234017505919e+01 -4.049939415800877640e+01 -6.444553780851060765e+01 -5.859881717307781734e+00 -9.802153465549210409e-01 -5.733783603416848784e-01 3.153711482265877386e-01 -4.716833068793316208e+00 -2.299292314408072802e+00 -5.754269314685784842e-01 3.493672118718801900e-01 -1.897616318762368914e+00
-3.532720331580045325e+01 -4.385139501551177688e+01 -6.951502020437588669e+01 -6.454590984158539158e+00 -1.177308900089004018e+00 -7.396386371626338940e-01 2.416305598844696867e-01 -5.214958957977125387e+00 -2.657122801394907086e+00 -6.986375126445910633e-01 3.402263875542684834e-01 -2.147840850620595710e+00
